EE50.SLX.8966.N701_N504.bam	EE50.SLX.8966.N701_N505.bam	EE50.SLX.8966.N701_N507.bam	EE50.SLX.8966.N701_N508.bam	EE50.SLX.8966.N702_N501.bam	EE50.SLX.8966.N702_N502.bam	EE50.SLX.8966.N702_N504.bam	EE50.SLX.8966.N702_N506.bam	EE50.SLX.8966.N703_N501.bam	EE50.SLX.8966.N703_N502.bam	EE50.SLX.8966.N703_N507.bam	EE50.SLX.8966.N704_N502.bam	EE50.SLX.8966.N704_N504.bam	EE50.SLX.8966.N704_N505.bam	EE50.SLX.8966.N704_N506.bam	EE50.SLX.8966.N704_N507.bam	EE50.SLX.8966.N704_N508.bam	EE50.SLX.8966.N705_N501.bam	EE50.SLX.8966.N705_N502.bam	EE50.SLX.8966.N705_N504.bam	EE50.SLX.8966.N705_N505.bam	EE50.SLX.8966.N705_N506.bam	EE50.SLX.8966.N705_N507.bam	EE50.SLX.8966.N706_N501.bam	EE50.SLX.8966.N706_N506.bam	EE50.SLX.8966.N706_N507.bam	EE50.SLX.8966.N707_N501.bam	EE50.SLX.8966.N707_N502.bam	EE50.SLX.8966.N707_N503.bam	EE50.SLX.8966.N707_N504.bam	EE50.SLX.8966.N707_N507.bam	EE50.SLX.8966.N707_N508.bam	EE50.SLX.8966.N708_N505.bam	EE50.SLX.8966.N708_N506.bam	EE50.SLX.8966.N708_N508.bam	EE50.SLX.8966.N709_N501.bam	EE50.SLX.8966.N709_N502.bam	EE50.SLX.8966.N709_N504.bam	EE50.SLX.8966.N709_N506.bam	EE50.SLX.8966.N709_N507.bam	EE50.SLX.8966.N709_N508.bam	EE50.SLX.8966.N710_N502.bam	EE50.SLX.8966.N710_N506.bam	EE50.SLX.8966.N710_N507.bam	EE50.SLX.8966.N710_N508.bam	EE50.SLX.8966.N711_N502.bam	EE50.SLX.8966.N711_N507.bam	EE50.SLX.8966.N712_N502.bam	EE50.SLX.8966.N712_N504.bam	EE50.SLX.8966.N712_N505.bam	EE50.SLX.8966.N712_N508.bam
CHRM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C15orf24	0	0	0	0	7	0	0	0	0	0	0	0	69	19	0	0	35	0	0	0	62	0	31	0	0	0	90	0	0	0	0	0	0	0	0	0	0	8	0	41	72	6	0	0	0	101	0	0	0	38	0
PGBD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	419	0
SLC12A6	1	0	1	0	113	14	2	0	185	153	0	138	54	1	2	20	40	119	3731	2	1	0	268	1	0	54	454	145	786	0	1	39	420	0	1	21	327	29	0	531	82	245	1	0	2	9	138	108	79	2136	32
C15orf55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0
ACTC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AQR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	25	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C15orf41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEIS2	0	0	2345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPRED1	0	0	0	0	0	0	0	0	0	0	475	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASGRP1	3	0	57	0	0	0	80	0	21	39	0	0	37	34	0	6	1	0	0	0	0	15	3	0	0	0	0	0	0	119	0	0	0	48	19	14	0	0	0	0	0	0	0	13	0	0	2	0	0	0	0
FSIP1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	4	0	0	0	0	25	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
EIF2AK4	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	17	0	1	0	3	0	0	0	9	0	0	0	0	0	0	0	0	0	0	28
BUB1B	0	0	0	0	13	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAK6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	10	53	0	0	495	0	4	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
ANKRD63	1	65	0	0	0	0	1	501	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
C15orf52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C15orf23	1	0	0	0	18	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	112	15	0	0	0	0	0	67	0	84	1	0	7	0	0	0	0
IVD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0
BAHD1	0	0	0	0	0	0	0	0	2180	0	0	0	0	0	1	0	0	7	0	0	0	31	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHST14	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C15orf57	1	0	0	0	0	0	1	0	0	0	0	0	0	33	1	1	0	0	0	1	0	35	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CASC5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	129	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0
RAD51	0	0	0	0	0	0	0	0	0	0	0	0	163	10	0	0	0	0	0	0	0	0	1	0	0	308	0	0	0	92	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM82A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFYVE19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60
INO80	0	0	0	0	14	0	0	0	0	0	54	0	0	0	1	1	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	111	52	0	0	145	591	0	0	0	20	0	0
EXD1	0	0	0	0	0	0	0	0	0	0	822	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	34	0	0	9	0	0	0	291	0	0	0	0	0	221	0	0	0	0	0
NUSAP1	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFAF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RTF1	0	12	0	0	156	0	0	0	0	0	0	0	0	0	668	0	0	7	0	0	0	61	0	0	0	0	0	0	0	0	0	89	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
LTK	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPAP1	0	0	0	0	68	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	1	0	0	0	0
MGA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0
SPTBN5	0	0	0	0	0	0	0	0	1026	0	803	0	0	0	1	1	0	0	0	688	0	25	0	0	0	0	0	0	0	0	0	0	0	198	0	17	0	0	0	0	0	262	0	0	1	0	0	0	0	0	100
AC020659.1	0	0	0	0	0	0	0	0	0	0	889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0
EHD4	0	0	0	0	246	0	0	0	0	0	0	0	0	401	273	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	459	0	0	0	0	0	0	0	0
PLA2G4E	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	196	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0
PLA2G4D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G4F	1	0	1	0	45	0	1	75	0	0	0	0	0	0	2	1	0	1	0	1	0	18	0	1	78	0	0	0	0	0	1	0	1	0	1	2	0	0	0	0	0	0	1	2	1	0	0	0	0	224	0
VPS39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM87A	0	0	0	0	0	0	0	2	0	10	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	50	1	68	144	1	96	0	0	0	0	0	0	1	0	2145	0	0	0	0	0	0
GANC	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-164J13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
CAPN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ZFP106	1	0	0	0	0	0	1	0	0	160	0	0	0	0	1	1	0	0	0	1	0	12	0	0	0	0	188	0	0	0	0	0	1	0	0	0	0	0	0	34	0	0	0	82	1	0	0	15	0	0	13
SNAP23	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STARD9	0	0	10	0	0	195	0	0	13	0	0	0	651	0	0	0	0	0	0	1	0	0	0	825	0	0	9	0	0	0	0	0	0	0	0	25	0	0	0	0	0	88	0	0	0	0	42	0	0	0	0
CDAN1	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	46	111	0	0	0	0	0	0	0	2	74	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTBK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	772	0	0	0	0	0	0	0	32	153	0	0	63	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
UBR1	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TGM5	0	0	0	0	0	0	0	0	0	0	0	35	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0
TGM7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0
LCMT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TUBGCP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
TP53BP1	205	0	0	0	12	58	71	0	0	0	0	0	48	12	47	0	9	0	0	2	0	15	0	39	0	0	232	0	17	11	0	8	1	0	0	10	0	40	17	0	25	0	0	30	1010	100	6	61	25	0	0
MAP1A	1	0	0	62	0	0	1	0	0	65	0	0	0	72	1	3	0	1495	0	1	369	1	0	0	0	0	0	0	0	0	0	0	1	0	0	25	0	0	0	52	0	337	0	2	1	0	0	0	0	0	0
CKMT1B	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRMD5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	7	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CASC4	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	16	0	0	44	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	5	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0
CTDSPL2	1	0	0	0	0	0	1	319	0	0	0	0	0	0	1	1	0	0	0	1	0	0	23	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SPG11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
SORD	0	0	0	0	0	0	0	1	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2586	0	0	37	0	0	0
DUOX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUOXA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUOXA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0
DUOX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHF	0	0	0	0	0	0	0	0	0	0	0	0	545	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GATM	1	0	0	0	0	0	1	5	0	0	0	0	0	0	1	1	0	0	0	1	0	14	43	1	0	0	4	0	0	0	0	45	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0
SPATA5L1	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMA6D	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	90	0	0	69	15	0	0	11	0	0	0	0	0	0	79	26	0	0	0	0	0	0	0
CEP152	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	31	0	0	0	144	0	0	0	0	0	0	0	0	0	228	26	0	0	0	7	0	124	0	0	0	12	0	0	0	358	0	0	150	0	0
SHC4	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0
SECISBP2L	0	0	0	0	105	0	1	0	0	0	0	0	0	33	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	21	1	0	0	0	0	0	0	0	0	0	0	0	1	0	54	0	0	34	0
COPS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GALK2	0	0	5	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
C15orf33	1	0	0	6	0	0	1	0	0	0	0	0	0	21	1	1	0	0	0	1	0	5	0	0	7	0	7	0	0	135	0	0	1	0	0	19	0	0	0	352	0	0	1	0	1	0	0	0	0	0	0
FGF7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DTWD1	0	0	6	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	7	0	0	0	511	0	0	0	0	0	0	0	0	0	0	245
ATP8B4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC27A2	1	0	0	0	0	0	1	0	0	0	0	0	0	8	1	1	0	0	0	1	0	5	0	0	85	0	0	0	0	0	0	0	1	0	0	13	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HDC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2133	0	0	0	0	0	0	0	0	0	0	0	37
GABPB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	201	0
USP8	0	0	0	0	0	0	29	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP19A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
GLDN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DMXL2	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	26	19	0	0	0	0	0	0	62	0	12	0	0	0	0	0	0	0	57	0	0	39	0	94	0	0	0	0	0	0
LYSMD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TMOD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	11	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMOD3	0	5	0	36	0	0	0	1	0	0	0	0	17	1	0	56	0	0	0	0	0	10	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1012	0	0	0	127	9	0
LEO1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPK6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	1374	0	0	0	0	45
BCL2L10	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNB5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYO5C	0	0	0	0	8	0	0	0	0	48	0	0	0	0	120	0	0	0	1	0	11	25	0	141	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0
MYO5A	0	0	0	0	0	0	0	0	10	24	0	1	293	57	1	1	0	0	0	342	479	1	1	0	138	1641	0	692	2	3	1	0	0	397	0	66	426	0	0	0	779	0	0	0	0	0	0	0	57	0	0
WDR72	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB27A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
PYGO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
PRTG	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEDD4	0	12	0	3	0	0	39	1	0	0	0	0	68	1	0	0	0	0	0	0	0	1	0	300	0	59	0	0	8	619	880	1	0	0	666	32	0	0	0	119	0	0	0	0	0	0	0	0	0	0	24
RFX7	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0
MNS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF280D	1	51	0	0	73	0	1	0	0	0	0	0	0	38	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	4	0	2	268	0	1	0	0	122	0	0	1
TCF12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIPC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM10	1	0	7	0	0	0	1	16	0	0	0	0	9	43	28	34	0	114	0	1	0	6	10	0	0	423	0	0	0	5	0	54	1	0	31	13	0	36	18	19	0	9	74	0	1	350	0	0	0	0	0
FAM63B	0	153	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SLTM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0
MYO1E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ANXA2	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0
NARG2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RORA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	226	0	0	0	0	0	0	2
AC126323.1	0	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB8B	0	0	0	5	0	0	76	0	0	0	0	0	0	0	0	0	24	0	0	0	283	0	0	0	0	0	111	0	0	0	0	0	0	110	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
